,covid volatility index,average monthly observations
Skill: Vocal Performance,0.41221911534994177,0.8958333333333334
Skill: Facial Recognition,0.4121759375978632,0.8333333333333334
Skill: Cytotoxicity,0.4118597715333513,1.25
Skill: Motor Control Software,0.4117298173442231,0.25
Skill: Afrikaans Language,0.41172386905832276,0.25
Skill: Microsoft SharePoint Workspace,0.4116786534276756,0.3125
Skill: Digital Citizenship,0.4116490035774637,1.0833333333333333
Skill: Certified Manager (CM),0.4115626544184508,3.6875
Skill: Window Cleaning,0.4115443169914859,246.39583333333331
Skill: Swaption,0.41103779306747856,3.0625
Skill: Low Voltage Electrical Work,0.410990404320866,2.083333333333333
Skill: Professional Rescuer CPR,0.41095359551640476,1.5208333333333333
Skill: Contingency Fund,0.4106502530828241,1.2083333333333333
Skill: Static Data,0.41050120493273184,6.145833333333333
Skill: Text Editor,0.4104492419473331,0.1875
Skill: Incentive Spirometry,0.410448383704585,3.5
Skill: Microarrays,0.4102971484477719,1.7708333333333333
Skill: Closet Installation,0.4101853642708041,0.625
Skill: Interactive Kiosk,0.41003391547539964,1.4791666666666667
Skill: Neuropathy,0.41000440790978876,4.25
Skill: Literary Tropes,0.4099055372565449,0.2291666666666666
Skill: Overhead Cost Analysis,0.4094764809175685,2.083333333333333
Skill: Profilometer,0.4093614253957429,0.3125
Skill: Product Launch Readiness,0.40933208431198437,11.354166666666666
Skill: Enterprise Distributed Object Computing (Unified Modeling Language),0.4092171611680075,0.3541666666666667
Skill: Windows System Recovery,0.40913267111099183,0.2708333333333333
Skill: Registered Physician In Vascular Interpretation (RPVI),0.4091131097109145,0.1666666666666666
Skill: Financial Engineering,0.40909082023868937,20.95833333333333
Skill: Vnext,0.40904436513751163,0.7083333333333334
Skill: Clinical Trials,0.408781774977742,393.4583333333333
Skill: Safety Monitoring,0.4086412999910336,16.479166666666668
Skill: Health Reimbursement Arrangement,0.40843186787638563,9.375
Skill: Biomedical Sciences,0.4083501340871686,13.4375
Skill: Software Business Analysis,0.40817455030210326,0.6041666666666666
Skill: Shrink Wrapping,0.4079792079877464,153.85416666666666
Skill: Sitefinity,0.40771112706510027,6.8125
Skill: Repointing,0.4074705848879727,0.125
Skill: Document.write,0.40710949826025356,0.0833333333333333
Skill: Licensed Clinical Professional Counselor,0.407097773055793,212.9375
Skill: Disease Surveillance,0.40693083484366693,3.6875
Skill: Flavor Development,0.40681460511715717,2.0416666666666665
Skill: Real Estate Valuation,0.4066968414617863,9.4375
Skill: Warehousing,0.4066719342906785,5731.958333333333
Skill: Institute Of Leadership & Management,0.4064630430749352,0.3541666666666667
Skill: Online Course Development,0.40636365444371964,5.625
Skill: AWS SDK,0.4063422424640901,2.583333333333333
Skill: DBArtisan,0.4061461690801621,0.4583333333333333
Skill: Hospital Inventory Management,0.4060751943634342,1.8958333333333333
Skill: Enterprise Network Security,0.406072342490003,2.4375
Skill: Hydroforming,0.4055417664412465,0.1458333333333333
Skill: Human Skeleton,0.40550966682570433,0.4791666666666667
Skill: XCF,0.40519716208964046,0.125
Skill: Certified In Production And Inventory Management,0.40515583211742057,44.875
Skill: Office 365 Admin Center,0.40510824941415235,0.4791666666666667
Skill: Organizational Ethics,0.40510474232483373,1.6458333333333333
Skill: Environmental Economics,0.4050959879690626,1.5416666666666667
Skill: Financial Services Authority,0.4048684235584414,2.7916666666666665
Skill: Wart Treatment,0.40485277409364695,1.5833333333333333
Skill: Copper Sweating,0.40482413768729925,1.9791666666666667
Skill: Certified Clinical Hemodialysis Technician,0.4044631505712319,5.6875
Skill: Sales Floor Maintenance,0.4044574105464333,2.083333333333333
Skill: Amazon Personalize,0.40436408501024773,0.0833333333333333
Skill: Bulk Material Handling,0.40425912894136246,14.520833333333334
Skill: Virtual Storage Access Methods,0.4041521399754453,16.958333333333332
Skill: Apache Phoenix,0.4038390061223735,0.2916666666666667
Skill: Hardware Stores,0.4036358891647686,2.625
Skill: External Links,0.4033086590286844,0.3541666666666667
Skill: IMAP (Internet Message Access Protocol),0.403142280683973,2.958333333333333
Skill: Cardiac Catheterization,0.4028825689543458,216.14583333333331
Skill: DMS Software Reengineering Toolkits,0.40284834999646557,0.6458333333333334
Skill: Long Term Acute Care,0.4015087738333637,171.33333333333334
Skill: Atmospheric Dispersion Modeling,0.4014741774112947,0.9166666666666666
Skill: Call Admission Control (VoIP Protocols),0.40125466174152136,0.2708333333333333
Skill: Ice Hockey,0.4012251825431699,1.1458333333333333
Skill: Reading Instruction,0.4011822685247714,16.729166666666668
Skill: Oracle Objects,0.4011171120330146,0.2916666666666667
Skill: Educational Data Mining,0.40109887539374317,2.083333333333333
Skill: Cosmetic Dentistry,0.40105852340750464,1.7083333333333333
Skill: Tricentis Tosca,0.4006060973881299,1.4583333333333333
Skill: Physical Security,0.4005001398932232,153.5
Skill: Cognitive Flexibility,0.40041044081481403,2.583333333333333
Skill: Transfusion Medicine,0.4002077015195965,4.583333333333333
Skill: Respiratory Rate,0.40019427166541666,5.833333333333333
Skill: Deboning,0.40006479562469827,2.3125
Skill: Bronchial Hygiene,0.3999746505950054,7.291666666666667
Skill: Dragon Naturallyspeaking Systems,0.3998731151020109,0.75
Skill: Plant Pathology,0.3998450923829906,5.25
Skill: Electron Capture Detector,0.39979224046913864,4.270833333333333
Skill: Water Conservation,0.39950813229115045,9.583333333333334
Skill: Emotional Stamina,0.39947853523961835,0.4583333333333333
Skill: Valid Driver's License,0.39940675280105836,8493.9375
Skill: Geneious (Bioinformatics Software),0.399390805273158,0.1041666666666666
Skill: Testimonial,0.39932039860806856,11.395833333333334
Skill: DNA Sequencing,0.3990857050568494,27.27083333333333
Skill: Artificial Heart,0.39901226034594445,0.625
Skill: Personal Health Records,0.39900957443058804,54.125
Skill: Risk Exposure Management,0.39900830081298155,22.33333333333333
Skill: Oracle Workflow,0.3987820265147347,4.1875
Skill: Forest Engineering,0.39873069790222404,0.4375
Skill: Emergency Departments,0.3987191849616197,573.2083333333334
Skill: Crack Sealing,0.39848832106149124,1.7916666666666667
Skill: Automated Machine Learning,0.39844123022756767,2.958333333333333
Skill: Psychiatric-Mental Health Nurse Practitioner,0.39818851747751544,58.1875
Skill: Atmospheric Sciences,0.39798331636505535,4.458333333333333
Skill: Hand Tools,0.39785308937740504,1048.5833333333333
Skill: Money Market,0.3976044778350502,13.583333333333334
Skill: Skinning (Animation),0.3975835880999381,2.125
Skill: Size-Exclusion Chromatography,0.39755262999517627,0.5416666666666666
Skill: Clinical SAS,0.39753213951261046,1.8125
Skill: Attack Patterns,0.39742130645942725,1.1666666666666667
Skill: Nursing Homes,0.3972949067730059,280.8125
Skill: Oracle Identity Manager,0.3971920570587176,9.1875
Skill: Methadone,0.39718967848297787,7.875
Skill: Certified Chimney Sweep,0.3971819440628742,0.2708333333333333
Skill: Animal Care,0.3971727973910776,80.54166666666667
Skill: Certified Chaplain,0.3971646884461861,2.020833333333333
Skill: Video Encoding,0.39714356431500675,2.875
Skill: Physical Configuration Audit,0.3970499952683571,1.8333333333333333
Skill: Pharmacy Records,0.3969774623687057,8.541666666666666
Skill: Hazard Communication Standard (HCS),0.3967378888275492,9.916666666666666
Skill: Fire Dynamics,0.39667498126144285,0.0625
Skill: Thyristors,0.39665822394714795,0.0416666666666666
Skill: Therapeutic Modalities,0.39659327770159036,19.77083333333333
Skill: Overall Equipment Effectiveness,0.3965484653927165,48.458333333333336
Skill: SQLDB,0.39616700340947697,0.5625
Skill: Planogram,0.39602411954029765,376.2083333333333
Skill: Cell Membrane,0.39601958014389427,0.0625
Skill: Rebar Tying,0.3958740050660484,0.625
Skill: Oral Cancer,0.39584902126667243,8.5
Skill: MOQ (Software),0.3958334515608227,7.9375
Skill: Oncology,0.39570074217842277,562.0
Skill: Aerial Surveys,0.39532315711065574,0.1666666666666666
Skill: Drug Testing,0.3951323425162585,0.6458333333333334
Skill: Low Power Design,0.39508695309976394,0.625
Skill: Positioning Strategy,0.3949861331177456,14.166666666666666
Skill: Biomanufacturing,0.39476358461533123,0.4583333333333333
Skill: LightTools (Optical Design Software),0.3944198136698775,0.0625
Skill: Optical Lens Design,0.3944198136698775,0.0625
Skill: Obstacle Avoidance,0.3944198136698772,0.0625
Skill: Cloud Forensics,0.3944198136698772,0.0625
Skill: Amazon Timestream,0.3944198136698772,0.0416666666666666
Skill: Solar Equipment,0.39415865914242526,1.8125
Skill: Demand Chain Management,0.39401035086180985,0.4791666666666667
Skill: Laser Safety,0.3938944046795666,2.0416666666666665
Skill: Medical Ethics,0.3936880147300602,71.70833333333333
Skill: Peer Support,0.3935996354159707,24.02083333333333
Skill: GIAC Cyber Threat Intelligence,0.39330993649452056,1.4791666666666667
Skill: VA Loan Processing,0.393008285534357,0.2291666666666666
Skill: Registered Jacks,0.39249369361175207,0.8125
Skill: Vue Router,0.3924542895802549,0.2708333333333333
Skill: Lambda Calculus,0.39244676219621577,1.1458333333333333
Skill: Hazmat Endorsement,0.3923951696187909,119.4375
Skill: Google Kubernetes Engine (GKE),0.39234474903104355,8.270833333333334
Skill: Relaxation Techniques,0.39228120187802806,0.4583333333333333
Skill: FDA Regulations,0.39206149021261216,110.58333333333331
Skill: Engineering Validation Tests,0.3919926675700439,14.5
Skill: Scrapy (Web Crawler),0.3919489157669821,0.3125
Skill: Job Shops,0.3916676913292574,4.895833333333333
Skill: Epifluorescence,0.3916468900419665,0.1041666666666666
Skill: Vacuum Forming,0.391372407810087,1.4583333333333333
Skill: Common Technical Document,0.3912121215909791,2.7291666666666665
Skill: Advanced Composite Materials,0.3910736111631648,0.25
Skill: Electrical Safety In The Workplace (NFPA 70e),0.39097716321753856,18.45833333333333
Skill: Heterologous Expression,0.3909710721160777,0.1041666666666666
Skill: Cloud Management,0.39096916093114276,15.479166666666666
Skill: Cargo Loading,0.39080434768761163,4.020833333333333
Skill: Plasmid Preparation,0.3904473166715048,4.958333333333333
Skill: Server Hardening,0.3903917483790182,3.8333333333333335
Skill: AWS SageMaker,0.39038408721693607,19.6875
Skill: Immunodeficiency,0.3900945665024923,0.5833333333333334
Skill: Gasoline Direct Injection,0.38983255781749493,0.1041666666666666
Skill: Endotoxin Testing,0.389810294042271,5.208333333333333
Skill: Biopesticides,0.38947983977227685,0.2083333333333333
Skill: Travel Nursing,0.3890903814291965,164.25
Skill: Continuous Acquisition And Life-Cycle Support,0.3888901474627746,0.2916666666666667
Skill: Pharmaceutical Packaging,0.38881280245797856,4.729166666666667
Skill: Bioproduction,0.3887595275300564,0.4375
Skill: Good Clinical Data Management Practice,0.3887408649505188,2.25
Skill: Preventive Care,0.3886191298522724,82.25
Skill: Certified Turnaround Professional,0.3885587107583709,0.5
Skill: Doctor Of Veterinary Medicine (DVM/VMD),0.38830662016339657,41.875
Skill: Utility Task Vehicle,0.38814298497588245,2.4166666666666665
Skill: Commenting,0.3880810589863203,0.6458333333333334
Skill: ADP Pay eXpert,0.3878327146095469,0.1041666666666666
Skill: Registered Professional Reporter,0.38769861487894886,0.25
Skill: Vulkan Graphics API,0.3876675033914935,0.7083333333333334
Skill: Reconnaissance,0.3876268758838148,4.75
Skill: Observational Error,0.38759743843181516,0.3958333333333333
Skill: Rheometer,0.3875552291829053,0.625
Skill: Medical Social Work,0.38747765635790443,26.45833333333333
Skill: Interactive System Productivity Facility (ISPF),0.3870764197998281,5.770833333333333
Skill: Single Source Publishing,0.38681295528110954,0.6458333333333334
Skill: Certified Manager Of Community Associations,0.38671683693980224,1.3541666666666667
Skill: Trend Line,0.3866554561560846,0.4166666666666667
Skill: Personal Grooming Assistance,0.3865556608050774,15.291666666666666
Skill: Parasoft SOAtest,0.3864165232952582,1.6875
Skill: Fire Behavior,0.3863673793732001,1.1666666666666667
Skill: Cloud-To-Cloud,0.38613623895056826,2.2291666666666665
Skill: Medical Oncology,0.38609781006838795,25.479166666666668
Skill: Cloud Migration,0.3859969607001905,49.875
Skill: Property Testing,0.3859637825643548,3.8958333333333335
Skill: Apache Zeppelin,0.38595023185814564,3.6458333333333335
Skill: Cosmetic Dermatology,0.38591879388926886,10.979166666666666
Skill: Red Hat Satellite,0.38572602187119076,4.104166666666667
Skill: System Security Analysis,0.38562880886526363,0.7291666666666666
Skill: Occupational Health Nursing,0.3856281977229409,3.6041666666666665
Skill: SAP Lumira,0.38562072400625186,1.3333333333333333
Skill: Deflashing,0.38550508076529855,7.083333333333333
Skill: Teradata Certified Professional,0.38541085508111356,0.125
Skill: Supply Transport,0.3851489987061096,4.979166666666667
Skill: Bilingual (French/English),0.3850708820364987,15.625
Skill: Tibetan (Language),0.38483395299277395,0.2083333333333333
Skill: Private Automatic Branch Exchange,0.38482558185335547,0.2708333333333333
Skill: Laser Capture Microdissection,0.38480018411223826,1.875
Skill: Custom URLs,0.38471845781647795,0.0625
Skill: Consumer Product Safety Improvement Act,0.3846180596355824,0.6041666666666666
Skill: Supply Preparation,0.3843004957291977,0.6666666666666666
Skill: Dental Space Maintainers,0.3842663335311298,1.6458333333333333
Skill: DSpace,0.38425599258424314,3.5
Skill: Reading Gauges,0.38420989901403835,9.729166666666666
Skill: Turbulence Modeling,0.3842069177562085,0.4375
Skill: Federal Enterprise Architecture,0.38402939519298923,0.5416666666666666
Skill: Displacement (Fluid),0.38395190943464896,14.0
Skill: Cropping,0.3837924886719737,3.3125
Skill: Motorsport,0.3837794246487848,0.3333333333333333
Skill: Civil Defense,0.38376067875061276,1.6666666666666667
Skill: Hospital Experience,0.38348834443997276,403.5625
Skill: Atomic Layer Deposition,0.38340153639005453,0.4166666666666667
Skill: Art Therapy,0.38333100308779605,20.0
Skill: SAP Implementation,0.3832230189036837,13.979166666666666
Skill: Group Policy Management Console -(GPMC),0.38290947610283205,0.1875
Skill: Keychain,0.38286768794446646,1.5
Skill: Abend-AID,0.3828151127537984,0.2291666666666666
Skill: Plasmapheresis,0.3827196591821583,39.85416666666666
Skill: Pediatric Intensive Care Unit,0.38257996089373464,203.77083333333331
Skill: Brain Mapping,0.38223012110038057,0.875
Skill: Pre-Production,0.3822261035052265,2.270833333333333
Skill: Distribution Theory,0.3822238919817388,0.0833333333333333
Skill: Telepsychiatry,0.3821164117545943,6.229166666666667
Skill: Condominium Law,0.38209660108427734,1.6041666666666667
Skill: Hearing Testing,0.38208717918033275,6.958333333333333
Skill: Pneumatic Circuits,0.3820740539264319,2.0625
Skill: Metal Spinning,0.38205577931682133,0.9583333333333334
Skill: Integrity Testing,0.382008937072419,5.0625
Skill: Thyroid Diseases And Disorders,0.38196817439206393,2.25
Skill: Direct Drive Mechanism,0.38172179329473915,0.625
Skill: Mail Distribution,0.3816773853522401,66.47916666666667
Skill: Size Classes,0.38164741699470606,0.8125
Skill: Adobe Spark,0.3812375709888394,1.75
Skill: Fungicides,0.3811825342055853,1.75
Skill: Nunit,0.3811617992008396,29.39583333333333
Skill: Pharmacokinetic Dosing,0.3811097250156552,1.3125
Skill: Food Law,0.38099818307679023,1.1666666666666667
Skill: Freight Brokerage,0.380968844741698,23.625
Skill: Spectroscopic Methods,0.3808916408459669,0.6875
Skill: Field Training Exercise,0.38083704795119727,0.1666666666666666
Skill: Davis-Bacon Act,0.3808197435834819,1.3125
Skill: Communications Systems,0.38061551086071743,77.60416666666667
Skill: Fall Protection,0.3805308851293347,34.541666666666664
Skill: Multidisciplinary Research,0.3803392088111109,9.354166666666666
Skill: Network Information Services,0.38009622864053805,0.0625
Skill: Certified Mastectomy Fitter,0.3800376094493741,0.0416666666666666
Skill: Blow Molding Machines,0.37991672036075463,9.979166666666666
Skill: Domain Registration,0.37987305938137883,0.8125
Skill: Amazon Forecast,0.3797390285469747,0.1041666666666666
Skill: Incident Response Management,0.37971547293477725,2.645833333333333
Skill: Chemical Mechanical Planarization,0.3796894488839234,0.625
Skill: Route Accounting,0.3796498100719265,1.3541666666666667
Skill: Gigabit Ethernet,0.3796302977282888,0.6666666666666666
Skill: Basic Cardiac Life Support,0.379598234991209,130.35416666666666
Skill: QualysGuard,0.3795783834448664,0.4166666666666667
Skill: Pick-To-Light Systems,0.37934608037357315,1.1875
Skill: Proper Body Mechanics,0.3792671661304876,58.458333333333336
Skill: Assisted Living,0.3791203444935782,211.79166666666663
Skill: Nagios,0.379030947466653,35.270833333333336
Skill: Knowledge Engineering,0.37896454004639746,4.291666666666667
Skill: Database Conversion,0.3788891258402363,0.8333333333333334
Skill: Preparer Tax Identification Number,0.37882644300509916,31.979166666666668
Skill: Adaptive Equipment,0.3787982728792606,42.458333333333336
Skill: Target Costing,0.3787505842490206,1.5416666666666667
Skill: Ready Mix Concrete,0.3787357953244673,1.5833333333333333
Skill: Space Efficiency,0.3786694317608369,0.5208333333333334
Skill: Gooddata,0.37860302386604994,0.0625
Skill: Art Appreciation,0.3785061992768362,1.0416666666666667
Skill: Storage Management,0.37824391733668355,19.625
Skill: ZocDoc,0.37822254644233294,0.8333333333333334
Skill: Coronary Catheterization,0.37820619453204113,0.3125
Skill: MIVA Script,0.37811819844239347,0.5
Skill: Environment Management,0.37808272751151994,42.22916666666666
Skill: Agribusiness,0.3780028076301084,0.8541666666666666
Skill: Articulating Boom Lifts,0.3779557469114006,0.7291666666666666
Skill: Food Inspection,0.3778259112692295,3.7708333333333335
Skill: Benefits Program Design,0.3776167756175631,1.2083333333333333
Skill: shRNA,0.37722776437716043,1.0
Skill: Food Intolerance,0.3771604735252857,0.25
Skill: Direct Web Remoting (Java),0.37713541350507257,0.4166666666666667
Skill: Risk-Free Interest Rate,0.3769220404234841,0.0416666666666666
Skill: Calyx Point,0.37689372376824726,3.2291666666666665
Skill: Color Mixing,0.37676083798668375,3.0
Skill: Audio Formats,0.3767333148505744,0.9583333333333334
Skill: Flyer,0.3767189277149332,3.5416666666666665
Skill: W3C Markup Validation Services,0.3767155408875228,0.5625
Skill: Chemical Hazards,0.3766783816902054,21.83333333333333
Skill: Cross-Channel Marketing,0.3766709596009856,13.3125
Skill: Reverse Osmosis,0.37661728020153706,7.395833333333333
Skill: HVAC Repair And Maintenance,0.3765956388756394,32.979166666666664
Skill: Certified Clinical Medical Assistant,0.37643452945213385,41.29166666666666
Skill: Non-Invasive Monitoring,0.3762623052324994,7.666666666666667
Skill: Digital Controls,0.37585888826700514,9.083333333333334
Skill: Media Gateway Control Protocol (MGCP),0.3757417843717702,5.083333333333333
Skill: IAM Level II Certification,0.37567415337908583,0.75
Skill: Electrical Machines,0.37555786715207184,5.958333333333333
Skill: Voltmeter,0.3755054726692729,29.416666666666668
Skill: Ridge/LASSO Regressions,0.37541696941968816,1.1666666666666667
Skill: Ninject,0.3753516093624845,0.9166666666666666
Skill: Community Reinvestment Act (CRA) Lending,0.37490764206142385,1.1875
Skill: Project Assessments,0.37481882201987576,8.708333333333334
Skill: Common Controls,0.37438513741089746,1.9583333333333333
Skill: Guidewire Digital,0.3743065013001119,1.5833333333333333
Skill: Logstash,0.37430500896999125,15.729166666666666
Skill: Language Recognition,0.3741467289007843,0.0416666666666666
Skill: Babylon.js,0.3741467289007843,0.0625
Skill: Conduct Disorder,0.37413483689789334,1.7291666666666667
Skill: Mortgage Insurance,0.374129622341315,9.895833333333334
Skill: Telomeres,0.3741187479955269,0.3125
Skill: Dissolved Air Flotation,0.37409689148410774,0.75
Skill: Horticulture,0.37393688552306054,58.583333333333336
Skill: Credit Report Verification,0.3739216259276877,0.3333333333333333
Skill: Brand Architecture,0.3738713986220699,9.5625
Skill: Critical Program Information,0.3736523047582108,0.1875
Skill: Medical Administrative Specialist,0.37361983310457053,0.0833333333333333
Skill: Parallel Processing,0.37343595027218524,10.270833333333334
Skill: Client-Specific Sales,0.37323625450633874,0.875
Skill: Accelerator Physics,0.37275619683424177,2.145833333333333
Skill: Climate Analysis,0.3724112114287004,0.3125
Skill: PHPMyAdmin,0.3724055879721857,0.3333333333333333
Skill: Wedding Photography,0.3723169720493207,2.708333333333333
Skill: Progressive Care Unit,0.3720091131328097,82.22916666666667
Skill: User Settings,0.3719014783326494,0.8958333333333334
Skill: Workplace Hazardous Materials Information Systems,0.37186107823819864,1.4791666666666667
Skill: Screwdrivers,0.3717373678959494,101.625
Skill: Women's Studies,0.3715424305458558,1.25
Skill: Information Integration,0.371223567585159,2.395833333333333
Skill: Policy And Charging Rules Function,0.3711773023375437,1.2291666666666667
Skill: PCLaw (Legal Billing Software),0.3711557618912577,0.6458333333333334
Skill: Study Skills,0.37110984342647646,19.8125
Skill: Effective Coach,0.37106325888256986,4.375
Skill: Counter Machine,0.3710333224283776,0.0625
Skill: AlienVault,0.37100576278774167,3.333333333333333
Skill: Online Surveys (Evaluation Methods),0.37087227631002817,9.75
Skill: Correctional Medicine,0.37086004060435335,1.9375
Skill: Nanocrystals,0.3708064194557626,0.1041666666666666
Skill: HTML Document Object Models,0.37074342649587394,2.833333333333333
Skill: Homeostasis,0.3706275328827272,0.3541666666666667
Skill: Certified Residential Appraiser,0.3706098907478342,1.125
Skill: Transitional Care,0.370555824967633,108.33333333333331
Skill: Molecular Sieve,0.3704212204147701,0.3958333333333333
Skill: tvOS,0.3703834112273495,1.375
Skill: Caring Nature,0.3702869208236662,13.770833333333334
Skill: Sales Effectiveness,0.37028084896908164,82.25
Skill: Information Framework,0.37003614092904147,0.4375
Skill: Edge Banding,0.3699177713937095,0.375
Skill: Vicarious Traumatization,0.36984585858227714,0.3958333333333333
Skill: Circleci,0.36981716283762506,23.8125
Skill: Paint Adhesion Testing,0.3695123389463778,1.1666666666666667
Skill: Respiratory Care,0.3694949743758289,112.58333333333331
Skill: Fusion Splicing,0.3694199673994217,3.9791666666666665
Skill: Scriber,0.36940620986927375,0.2083333333333333
Skill: Medical Surgical Nursing,0.3693306706252272,551.0
Skill: High-Level Shader Language,0.3690749612473014,1.1875
Skill: PS/2 Port,0.36907448074748206,0.125
Skill: Retail Budget Management,0.3688291493786123,0.2916666666666667
Skill: Compass-And-Straightedge Construction,0.36882166625562995,0.3958333333333333
Skill: Uzbek Language,0.3687399107090577,1.2083333333333333
Skill: Client Side Validation,0.36869688594084526,0.625
Skill: Demolition,0.36856733224086313,59.333333333333336
Skill: Tizen,0.3684861742591524,0.2291666666666666
Skill: CanvasJS,0.3683243265084262,0.25
Skill: Bill Of Quantities,0.36798246423170455,0.1458333333333333
Skill: Garage Doors,0.36784930880494837,19.916666666666668
Skill: Microwave Oven,0.36768616495992323,13.8125
Skill: Hydrothermal Synthesis,0.36765195588724986,0.1041666666666666
Skill: Geojson,0.3675488554182631,0.75
Skill: Historic Artifacts,0.3674861042832578,0.6875
Skill: Spectroscopy,0.3673009530250654,23.4375
Skill: Microsoft Network Monitor,0.3670592312777609,3.7916666666666665
Skill: Transportation Research,0.36690870363642136,0.9583333333333334
Skill: Google Cloud Build,0.36690509111178643,4.270833333333333
Skill: Payroll Disbursement,0.36655389779282044,0.0625
Skill: Hepatitis B,0.3663781399863691,36.375
Skill: Environmental Chemistry,0.36621920130656493,3.020833333333333
Skill: Automated Sortation,0.3661712727496661,2.25
Skill: Dental Surgery,0.36615238002543593,32.4375
Skill: Wainscot Panelling,0.3659495817706945,1.3125
Skill: Learning Platforms,0.36576973987660777,27.604166666666668
Skill: Occupational Diseases,0.3656777152362878,2.0
Skill: Chemical Peels,0.36521382164950644,1.6875
Skill: Water Jet Cutter,0.3650231822933029,0.75
Skill: ISO 13485 Standard,0.36500103010344215,72.1875
Skill: Commercial Moving,0.36499098135814195,0.9583333333333334
Skill: Refinishing,0.364861572370058,31.27083333333333
Skill: IAM Level III Certification,0.3646660720213189,1.4166666666666667
Skill: Hematopathology,0.3644429865540765,1.2291666666666667
Skill: Unit Test-Driven Development,0.36430654371350946,0.1041666666666666
Skill: TurboTax,0.364185520651316,26.52083333333333
Skill: Organisational Policies,0.36386399730808616,0.0625
Skill: Certified Housing Code Official,0.36386399730808616,0.0833333333333333
Skill: Endoscopic Vessel Harvesting,0.36386399730808616,0.0833333333333333
Skill: Prosthodontics,0.36374249096335454,8.895833333333334
Skill: Windows Console,0.3633871093829817,0.0625
Skill: Laser Machine Controls,0.36336713010907074,2.8125
Skill: Neonatal Intensive Care Unit,0.3633372964241438,271.75
Skill: Cognitive Processing,0.363307718238974,8.229166666666666
Skill: IBM OS/390,0.36328121980789757,0.375
Skill: Graphic Arts,0.3631605819110355,12.75
Skill: Occupational Health And Safety Management System (OHSAS),0.36311620856652926,1.6875
Skill: Histopathology,0.36297857769643604,4.104166666666667
Skill: Triples Endorsement,0.3629581714924554,11.125
Skill: Thyroid,0.36274701195298775,7.895833333333333
Skill: Achievement Oriented,0.3626871290818866,279.6458333333333
Skill: Power Saws,0.36258857700764613,18.4375
Skill: Fluid Replacement,0.36251759424675434,2.5416666666666665
Skill: Digital Content Editing,0.3625159646495306,2.1666666666666665
Skill: Evictions,0.36248627431158414,27.5
Skill: Ductwork,0.3622972228859719,5.895833333333333
Skill: Method Engineering,0.36229395828573285,0.0833333333333333
Skill: Storekit,0.36229395828573285,0.1041666666666666
Skill: Network Information Systems,0.36226586536162336,0.0416666666666666
Skill: Pipe Cutting,0.3622401387827951,2.145833333333333
Skill: AWS App Mesh,0.3620819295362992,0.25
Skill: Electronic Case Filing Systems,0.3620069137803559,0.625
Skill: File Carving,0.3620037679937566,0.1666666666666666
Skill: OpenVPN,0.36194954523858897,1.4166666666666667
Skill: Sulfur Hexafluoride,0.36175693332416425,0.0833333333333333
Skill: Bioinformatics Databases,0.36171892005806316,0.6875
Skill: External Fixation,0.3617040485261026,1.4791666666666667
Skill: Alternative Therapies,0.3616818448204341,2.208333333333333
Skill: Information Servers,0.36167154439981336,4.520833333333333
Skill: Reverse Mortgages,0.36139661522659805,2.75
Skill: Series 4 Registered Options Principal License,0.3611657556750668,0.2916666666666667
Skill: Azure Application Insights,0.36116553830987075,2.8541666666666665
Skill: Licensed Specialist Clinical Social Worker,0.3609981455048147,0.125
Skill: VBlock,0.36095637110206363,1.3125
Skill: Microsoft Office Document Imaging,0.36092261552167176,0.2291666666666666
Skill: EnCase (Digital Intelligence Software),0.36079530461254217,12.479166666666666
Skill: Viral Infection,0.36077841267440247,0.7083333333333334
Skill: Landscaping,0.3607361756696061,379.6875
Skill: General Packet Radio Service (GPRS),0.3607275829588791,1.8541666666666667
Skill: Americans With Disabilities Act Amendments Act (ADAAA),0.3605808679966363,3.083333333333333
Skill: Resilience Planning,0.3604851417476323,3.6875
Skill: Automated Attendant,0.36037891212871587,0.6458333333333334
Skill: Folding Machines,0.3603388768071908,34.520833333333336
Skill: AssetWorks (Software),0.36014322102698965,0.1458333333333333
Skill: Energy Trading,0.3600432732566202,4.291666666666667
Skill: Gensuite (Software),0.3598992217714553,3.2916666666666665
Skill: Mental Process,0.35983770269114224,8.6875
Skill: Semen Analysis,0.3597153116029829,1.4166666666666667
Skill: Human Geography,0.3596188750594849,0.8333333333333334
Skill: Software Versioning,0.3594989011373365,103.85416666666669
Skill: Clinical Trial Management Systems,0.35949571918908446,53.10416666666666
Skill: Human Subject Research,0.35938626320619627,55.8125
Skill: Landscape Irrigation Auditor,0.35928609203902645,6.0625
Skill: Sustainability Procedures,0.35919270742712694,0.9166666666666666
Skill: Navigational Database,0.35918008884305574,0.1875
Skill: High Volume Invoicing,0.35910844756244903,7.25
Skill: GIAC Security Leadership Certification,0.35908251180655737,2.4375
Skill: SugarCRM,0.3590338194249707,2.75
Skill: Hospital Sales,0.35896845186863885,11.0625
Skill: Treasury International Capital,0.3588463086087788,0.4166666666666667
Skill: Railroad Operating Rules,0.35878656184895824,1.3125
Skill: CFScript,0.35857518966833357,0.0625
Skill: Crane Rigging,0.35854897819881604,1.2916666666666667
Skill: Post-Exposure Prophylaxis,0.3585391605949674,1.4375
Skill: Medical Surgical Intensive Care Unit,0.3585205019158938,0.7083333333333334
Skill: Network Bridging,0.3584901255974159,0.1041666666666666
